phenotype_id,fact_concept
30,RXNORM:1648202
30,RXNORM:200943
30,RXNORM:200944
30,RXNORM:201605
30,RXNORM:201606
30,RXNORM:201607
30,RXNORM:201608
30,RXNORM:201697
30,RXNORM:201698
30,RXNORM:201699
30,RXNORM:201700
30,RXNORM:201708
30,RXNORM:205535
30,RXNORM:205696
30,RXNORM:205703
30,RXNORM:205706
30,RXNORM:205709
30,RXNORM:206779
30,RXNORM:206780
30,RXNORM:206781
30,RXNORM:206786
30,RXNORM:206787
30,RXNORM:206819
30,RXNORM:206820
30,RXNORM:206821
30,RXNORM:206828
30,RXNORM:207349
30,RXNORM:207350
30,RXNORM:208149
30,RXNORM:208161
30,RXNORM:208463
30,RXNORM:208464
30,RXNORM:208465
30,RXNORM:208645
30,RXNORM:208646
30,RXNORM:208848
30,RXNORM:208849
30,RXNORM:208850
30,RXNORM:208851
30,RXNORM:208853
30,RXNORM:209329
30,RXNORM:209339
30,RXNORM:209350
30,RXNORM:209391
30,RXNORM:209464
30,RXNORM:211322
30,RXNORM:211323
30,RXNORM:211699
30,RXNORM:211700
30,RXNORM:212233
30,RXNORM:213291
30,RXNORM:213344
30,RXNORM:213345
30,RXNORM:214003
30,RXNORM:214004
30,RXNORM:226376
30,RXNORM:261135
30,RXNORM:261282
30,RXNORM:261287
30,RXNORM:261342
30,RXNORM:284591
30,RXNORM:352004
30,RXNORM:539384
30,RXNORM:540848
30,RXNORM:541356
30,RXNORM:541520
30,RXNORM:541660
30,RXNORM:541662
30,RXNORM:541664
30,RXNORM:541666
30,RXNORM:542355
30,RXNORM:577634
30,RXNORM:577643
30,RXNORM:577648
30,RXNORM:577651
30,RXNORM:582230
30,RXNORM:583239
30,RXNORM:598032
30,RXNORM:647325
30,RXNORM:647442
30,RXNORM:647555
30,RXNORM:647556
30,RXNORM:670003
30,RXNORM:687022
30,RXNORM:687023
30,RXNORM:687024
30,RXNORM:687025
30,RXNORM:725064
30,RXNORM:725068
30,RXNORM:725072
30,RXNORM:725076
30,RXNORM:725080
30,RXNORM:729929
30,RXNORM:729931
30,RXNORM:729932
30,RXNORM:752869
30,RXNORM:752870
30,RXNORM:752871
30,RXNORM:753437
30,RXNORM:753439
30,RXNORM:753442
30,RXNORM:753443
30,RXNORM:755276
30,RXNORM:755463
30,RXNORM:799026
30,RXNORM:799059
30,RXNORM:803295
30,RXNORM:828446
30,RXNORM:828448
30,RXNORM:828451
30,RXNORM:835566
30,RXNORM:835570
30,RXNORM:835574
30,RXNORM:835579
30,RXNORM:835584
30,RXNORM:835596
30,RXNORM:835598
30,RXNORM:835600
30,RXNORM:845013
30,RXNORM:845014
30,RXNORM:845015
30,RXNORM:845016
30,RXNORM:845051
30,RXNORM:845052
30,RXNORM:845053
30,RXNORM:856366
30,RXNORM:856371
30,RXNORM:856375
30,RXNORM:856379
30,RXNORM:856708
30,RXNORM:856710
30,RXNORM:856717
30,RXNORM:856722
30,RXNORM:856755
30,RXNORM:856760
30,RXNORM:856764
30,RXNORM:856766
30,RXNORM:856775
30,RXNORM:856777
30,RXNORM:856781
30,RXNORM:856785
30,RXNORM:856796
30,RXNORM:856799
30,RXNORM:856806
30,RXNORM:856810
30,RXNORM:856812
30,RXNORM:856829
30,RXNORM:856833
30,RXNORM:856836
30,RXNORM:856838
30,RXNORM:856844
30,RXNORM:856847
30,RXNORM:856849
30,RXNORM:856851
30,RXNORM:856855
30,RXNORM:856857
30,RXNORM:856861
30,RXNORM:857299
30,RXNORM:857303
30,RXNORM:857307
30,RXNORM:858627
30,RXNORM:859035
30,RXNORM:859042
30,RXNORM:859046
30,RXNORM:859050
30,RXNORM:859054
30,RXNORM:859188
30,RXNORM:859192
30,RXNORM:859195
30,RXNORM:859200
30,RXNORM:861066
30,RXNORM:865208
30,RXNORM:865212
30,RXNORM:865216
30,RXNORM:865217
30,RXNORM:866086
30,RXNORM:866088
30,RXNORM:866092
30,RXNORM:866096
30,RXNORM:866113
30,RXNORM:898701
30,RXNORM:898703
30,RXNORM:898706
30,RXNORM:898708
30,RXNORM:901537
30,RXNORM:901539
30,RXNORM:901543
30,RXNORM:901545
30,RXNORM:901547
30,RXNORM:901549
30,RXNORM:901551
30,RXNORM:901553
30,RXNORM:901557
30,RXNORM:901559
30,RXNORM:903875
30,RXNORM:903881
30,RXNORM:903885
30,RXNORM:903889
30,RXNORM:903893
30,RXNORM:905170
30,RXNORM:905174
30,RXNORM:966791
30,RXNORM:966795
30,RXNORM:993505
30,RXNORM:993507
30,RXNORM:993511
30,RXNORM:993512
30,RXNORM:993520
30,RXNORM:993522
30,RXNORM:993524
30,RXNORM:993525
30,RXNORM:993528
30,RXNORM:993529
30,RXNORM:993537
30,RXNORM:993542
30,RXNORM:993545
30,RXNORM:993552
30,RXNORM:993559
30,RXNORM:993564
30,RXNORM:993569
30,RXNORM:993683
30,RXNORM:993688
30,RXNORM:993693
30,RXNORM:993954
30,RXNORM:993955
31,RXNORM:1091330
31,RXNORM:1091501
31,RXNORM:1091503
31,RXNORM:1190110
31,RXNORM:1247288
31,RXNORM:1247290
31,RXNORM:1359475
31,RXNORM:1360104
31,RXNORM:1360277
31,RXNORM:199761
31,RXNORM:199762
31,RXNORM:199975
31,RXNORM:245373
31,RXNORM:245374
31,RXNORM:248306
31,RXNORM:248665
31,RXNORM:249291
31,RXNORM:249396
31,RXNORM:249586
31,RXNORM:249900
31,RXNORM:252271
31,RXNORM:252272
31,RXNORM:252440
31,RXNORM:284196
31,RXNORM:308049
31,RXNORM:311355
31,RXNORM:311376
31,RXNORM:313497
31,RXNORM:317703
31,RXNORM:317704
31,RXNORM:317775
31,RXNORM:349391
31,RXNORM:349392
31,RXNORM:389202
31,RXNORM:406413
31,RXNORM:406706
31,RXNORM:411111
31,RXNORM:412192
31,RXNORM:413148
31,RXNORM:413727
31,RXNORM:413885
31,RXNORM:422766
31,RXNORM:429484
31,RXNORM:429485
31,RXNORM:429486
31,RXNORM:429487
31,RXNORM:432937
31,RXNORM:432938
31,RXNORM:433731
31,RXNORM:476809
31,RXNORM:541357
31,RXNORM:583372
31,RXNORM:631740
31,RXNORM:645289
31,RXNORM:645290
31,RXNORM:645291
31,RXNORM:730440
31,RXNORM:730441
31,RXNORM:730442
31,RXNORM:755505
31,RXNORM:763027
31,RXNORM:763028
31,RXNORM:763029
31,RXNORM:808739
31,RXNORM:835580
31,RXNORM:835587
31,RXNORM:835594
31,RXNORM:849894
31,RXNORM:849896
31,RXNORM:849898
31,RXNORM:856862
31,RXNORM:856867
32,RXNORM:102317
32,RXNORM:102318
32,RXNORM:103911
32,RXNORM:1040036
32,RXNORM:1040043
32,RXNORM:104736
32,RXNORM:104737
32,RXNORM:104738
32,RXNORM:104739
32,RXNORM:104751
32,RXNORM:104752
32,RXNORM:104753
32,RXNORM:104754
32,RXNORM:104755
32,RXNORM:104761
32,RXNORM:104775
32,RXNORM:104776
32,RXNORM:104781
32,RXNORM:104782
32,RXNORM:104783
32,RXNORM:104784
32,RXNORM:104789
32,RXNORM:104790
32,RXNORM:108891
32,RXNORM:1235249
32,RXNORM:1297357
32,RXNORM:1298883
32,RXNORM:1298892
32,RXNORM:1298902
32,RXNORM:1298908
32,RXNORM:1298912
32,RXNORM:1298924
32,RXNORM:1359580
32,RXNORM:1360013
32,RXNORM:1360320
32,RXNORM:1360441
32,RXNORM:1360500
32,RXNORM:1371194
32,RXNORM:141841
32,RXNORM:141932
32,RXNORM:141933
32,RXNORM:141934
32,RXNORM:141953
32,RXNORM:141956
32,RXNORM:1431237
32,RXNORM:1486695
32,RXNORM:150815
32,RXNORM:151256
32,RXNORM:151257
32,RXNORM:151281
32,RXNORM:151282
32,RXNORM:152666
32,RXNORM:152667
32,RXNORM:152668
32,RXNORM:152669
32,RXNORM:152723
32,RXNORM:152724
32,RXNORM:153046
32,RXNORM:153047
32,RXNORM:153048
32,RXNORM:1606490
32,RXNORM:1650968
32,RXNORM:1650970
32,RXNORM:1650972
32,RXNORM:1650974
32,RXNORM:1650976
32,RXNORM:200959
32,RXNORM:200960
32,RXNORM:200961
32,RXNORM:200962
32,RXNORM:200963
32,RXNORM:200964
32,RXNORM:200965
32,RXNORM:200966
32,RXNORM:200967
32,RXNORM:200970
32,RXNORM:200971
32,RXNORM:201641
32,RXNORM:201735
32,RXNORM:205430
32,RXNORM:205474
32,RXNORM:205476
32,RXNORM:205478
32,RXNORM:205480
32,RXNORM:205482
32,RXNORM:205869
32,RXNORM:205882
32,RXNORM:205908
32,RXNORM:205958
32,RXNORM:206061
32,RXNORM:206157
32,RXNORM:206159
32,RXNORM:206160
32,RXNORM:206269
32,RXNORM:206270
32,RXNORM:206272
32,RXNORM:206274
32,RXNORM:206278
32,RXNORM:206279
32,RXNORM:206558
32,RXNORM:206563
32,RXNORM:206806
32,RXNORM:206807
32,RXNORM:206808
32,RXNORM:206809
32,RXNORM:206810
32,RXNORM:206811
32,RXNORM:207094
32,RXNORM:207385
32,RXNORM:207387
32,RXNORM:207486
32,RXNORM:207487
32,RXNORM:207488
32,RXNORM:207489
32,RXNORM:207490
32,RXNORM:207491
32,RXNORM:208084
32,RXNORM:208085
32,RXNORM:208086
32,RXNORM:208088
32,RXNORM:208089
32,RXNORM:208090
32,RXNORM:208091
32,RXNORM:208092
32,RXNORM:208093
32,RXNORM:208377
32,RXNORM:208378
32,RXNORM:208382
32,RXNORM:208383
32,RXNORM:208386
32,RXNORM:208387
32,RXNORM:208389
32,RXNORM:208391
32,RXNORM:208393
32,RXNORM:208394
32,RXNORM:208395
32,RXNORM:208492
32,RXNORM:208493
32,RXNORM:208494
32,RXNORM:208495
32,RXNORM:208496
32,RXNORM:208497
32,RXNORM:208498
32,RXNORM:208820
32,RXNORM:208822
32,RXNORM:208823
32,RXNORM:208824
32,RXNORM:208825
32,RXNORM:211353
32,RXNORM:211489
32,RXNORM:211817
32,RXNORM:212405
32,RXNORM:213504
32,RXNORM:213505
32,RXNORM:214094
32,RXNORM:214095
32,RXNORM:261337
32,RXNORM:262077
32,RXNORM:262222
32,RXNORM:284514
32,RXNORM:284548
32,RXNORM:284549
32,RXNORM:284550
32,RXNORM:285127
32,RXNORM:308971
32,RXNORM:308972
32,RXNORM:308974
32,RXNORM:308977
32,RXNORM:313931
32,RXNORM:352228
32,RXNORM:352307
32,RXNORM:352308
32,RXNORM:352309
32,RXNORM:352310
32,RXNORM:358929
32,RXNORM:360368
32,RXNORM:360376
32,RXNORM:404530
32,RXNORM:404531
32,RXNORM:404532
32,RXNORM:404533
32,RXNORM:404545
32,RXNORM:404602
32,RXNORM:404742
32,RXNORM:484770
32,RXNORM:541411
32,RXNORM:542690
32,RXNORM:542694
32,RXNORM:542740
32,RXNORM:542977
32,RXNORM:543013
32,RXNORM:544160
32,RXNORM:544162
32,RXNORM:544412
32,RXNORM:545353
32,RXNORM:615172
32,RXNORM:630890
32,RXNORM:630974
32,RXNORM:643021
32,RXNORM:643023
32,RXNORM:645038
32,RXNORM:672540
32,RXNORM:672908
32,RXNORM:672909
32,RXNORM:672910
32,RXNORM:686441
32,RXNORM:686443
32,RXNORM:686445
32,RXNORM:706825
32,RXNORM:706827
32,RXNORM:706829
32,RXNORM:706831
32,RXNORM:721775
32,RXNORM:725064
32,RXNORM:725068
32,RXNORM:725072
32,RXNORM:725076
32,RXNORM:754503
32,RXNORM:754504
32,RXNORM:754505
32,RXNORM:754506
32,RXNORM:755276
32,RXNORM:755294
32,RXNORM:806297
32,RXNORM:806298
32,RXNORM:806299
32,RXNORM:845010
32,RXNORM:845011
32,RXNORM:845012
32,RXNORM:848726
32,RXNORM:848730
32,RXNORM:848734
32,RXNORM:848738
32,RXNORM:848742
32,RXNORM:848746
32,RXNORM:848750
32,RXNORM:856708
32,RXNORM:856710
32,RXNORM:856717
32,RXNORM:856722
32,RXNORM:856755
32,RXNORM:856760
32,RXNORM:856799
32,RXNORM:856806
32,RXNORM:856810
32,RXNORM:856829
32,RXNORM:856833
32,RXNORM:856844
32,RXNORM:858051
32,RXNORM:858053
32,RXNORM:858055
32,RXNORM:858057
32,RXNORM:858074
32,RXNORM:859188
32,RXNORM:859192
32,RXNORM:859195
32,RXNORM:859200
32,RXNORM:859826
32,RXNORM:859833
32,RXNORM:859837
32,RXNORM:859843
32,RXNORM:859869
32,RXNORM:859873
32,RXNORM:859979
32,RXNORM:859983
32,RXNORM:860920
32,RXNORM:861850
32,RXNORM:865119
32,RXNORM:865121
32,RXNORM:865125
32,RXNORM:865127
32,RXNORM:865131
32,RXNORM:865137
32,RXNORM:865139
32,RXNORM:865141
32,RXNORM:865208
32,RXNORM:865212
32,RXNORM:865216
32,RXNORM:865217
32,RXNORM:866105
32,RXNORM:866106
32,RXNORM:866305
32,RXNORM:866307
32,RXNORM:880387
32,RXNORM:885867
32,RXNORM:897065
32,RXNORM:897067
32,RXNORM:897071
32,RXNORM:905355
32,RXNORM:905367
32,RXNORM:905399
32,RXNORM:905401
32,RXNORM:905403
32,RXNORM:905405
32,RXNORM:905407
32,RXNORM:905409
32,RXNORM:905411
32,RXNORM:905413
32,RXNORM:966591
32,RXNORM:991041
32,RXNORM:991046
32,RXNORM:991055
32,RXNORM:991186
32,RXNORM:991190
32,RXNORM:991196
32,RXNORM:991215
32,RXNORM:991235
32,RXNORM:991334
32,RXNORM:991338
32,RXNORM:991343
32,RXNORM:992691
32,RXNORM:992693
32,RXNORM:992706
32,RXNORM:992708
33,RXNORM:103911
33,RXNORM:104775
33,RXNORM:104776
33,RXNORM:104781
33,RXNORM:104782
33,RXNORM:104783
33,RXNORM:104784
33,RXNORM:105018
33,RXNORM:105019
33,RXNORM:105028
33,RXNORM:105029
33,RXNORM:105030
33,RXNORM:108782
33,RXNORM:1099565
33,RXNORM:1099571
33,RXNORM:1099598
33,RXNORM:1099626
33,RXNORM:1099650
33,RXNORM:1099658
33,RXNORM:1099672
33,RXNORM:1099679
33,RXNORM:1099683
33,RXNORM:1099689
33,RXNORM:1099693
33,RXNORM:1099871
33,RXNORM:1101339
33,RXNORM:1115012
33,RXNORM:1115013
33,RXNORM:1146692
33,RXNORM:1299967
33,RXNORM:1299971
33,RXNORM:1299973
33,RXNORM:1299975
33,RXNORM:1299978
33,RXNORM:1302833
33,RXNORM:1302835
33,RXNORM:1302845
33,RXNORM:1302847
33,RXNORM:1302856
33,RXNORM:1302858
33,RXNORM:1313061
33,RXNORM:1313063
33,RXNORM:141953
33,RXNORM:1436245
33,RXNORM:1436247
33,RXNORM:1437280
33,RXNORM:1437282
33,RXNORM:1437285
33,RXNORM:1437287
33,RXNORM:1437290
33,RXNORM:1437292
33,RXNORM:1482821
33,RXNORM:1494766
33,RXNORM:1494767
33,RXNORM:1494771
33,RXNORM:1494773
33,RXNORM:1494775
33,RXNORM:1494776
33,RXNORM:1494778
33,RXNORM:1494779
33,RXNORM:1494781
33,RXNORM:1494782
33,RXNORM:151227
33,RXNORM:151228
33,RXNORM:151229
33,RXNORM:152855
33,RXNORM:153046
33,RXNORM:153047
33,RXNORM:153048
33,RXNORM:153638
33,RXNORM:153639
33,RXNORM:153640
33,RXNORM:201239
33,RXNORM:201240
33,RXNORM:201735
33,RXNORM:206157
33,RXNORM:206159
33,RXNORM:206160
33,RXNORM:206201
33,RXNORM:206779
33,RXNORM:206780
33,RXNORM:206781
33,RXNORM:206786
33,RXNORM:206787
33,RXNORM:211353
33,RXNORM:211489
33,RXNORM:211817
33,RXNORM:212405
33,RXNORM:261280
33,RXNORM:261281
33,RXNORM:261337
33,RXNORM:262077
33,RXNORM:262222
33,RXNORM:284509
33,RXNORM:284514
33,RXNORM:308971
33,RXNORM:308972
33,RXNORM:308974
33,RXNORM:308977
33,RXNORM:313931
33,RXNORM:351973
33,RXNORM:358929
33,RXNORM:360368
33,RXNORM:404530
33,RXNORM:404531
33,RXNORM:404532
33,RXNORM:404533
33,RXNORM:404545
33,RXNORM:404742
33,RXNORM:484770
33,RXNORM:542690
33,RXNORM:542694
33,RXNORM:542740
33,RXNORM:542977
33,RXNORM:543013
33,RXNORM:545353
33,RXNORM:602399
33,RXNORM:602405
33,RXNORM:602407
33,RXNORM:616485
33,RXNORM:616489
33,RXNORM:630890
33,RXNORM:630974
33,RXNORM:645038
33,RXNORM:670003
33,RXNORM:672908
33,RXNORM:672909
33,RXNORM:672910
33,RXNORM:706825
33,RXNORM:706827
33,RXNORM:706829
33,RXNORM:706831
33,RXNORM:721775
33,RXNORM:721793
33,RXNORM:721795
33,RXNORM:721797
33,RXNORM:725064
33,RXNORM:725068
33,RXNORM:725072
33,RXNORM:725076
33,RXNORM:754503
33,RXNORM:754504
33,RXNORM:754505
33,RXNORM:754506
33,RXNORM:806297
33,RXNORM:806298
33,RXNORM:806299
33,RXNORM:845478
33,RXNORM:845479
33,RXNORM:849049
33,RXNORM:849050
33,RXNORM:849051
33,RXNORM:849052
33,RXNORM:853202
33,RXNORM:866305
33,RXNORM:866307
33,RXNORM:885867
33,RXNORM:895671
33,RXNORM:901326
33,RXNORM:901328
33,RXNORM:901334
33,RXNORM:901336
33,RXNORM:997850
34,RXNORM:1006610
34,RXNORM:1006612
34,RXNORM:1009147
34,RXNORM:102550
34,RXNORM:102551
34,RXNORM:104822
34,RXNORM:104823
34,RXNORM:108891
34,RXNORM:1091135
34,RXNORM:1091139
34,RXNORM:1091141
34,RXNORM:1091143
34,RXNORM:1091144
34,RXNORM:1091147
34,RXNORM:1091149
34,RXNORM:1091151
34,RXNORM:1091153
34,RXNORM:1091157
34,RXNORM:1091159
34,RXNORM:1091163
34,RXNORM:1091165
34,RXNORM:1091167
34,RXNORM:1091168
34,RXNORM:1091172
34,RXNORM:1091174
34,RXNORM:1091178
34,RXNORM:1091180
34,RXNORM:1091182
34,RXNORM:1091183
34,RXNORM:1091187
34,RXNORM:1091189
34,RXNORM:1091193
34,RXNORM:1091195
34,RXNORM:1091197
34,RXNORM:1091198
34,RXNORM:1091204
34,RXNORM:1091206
34,RXNORM:1091212
34,RXNORM:1091214
34,RXNORM:1091220
34,RXNORM:1091222
34,RXNORM:1091226
34,RXNORM:1091229
34,RXNORM:1091324
34,RXNORM:1091343
34,RXNORM:1091377
34,RXNORM:1091378
34,RXNORM:1091379
34,RXNORM:1091391
34,RXNORM:1091394
34,RXNORM:1091395
34,RXNORM:1091487
34,RXNORM:1091488
34,RXNORM:1091495
34,RXNORM:1091496
34,RXNORM:1091498
34,RXNORM:1091500
34,RXNORM:1099290
34,RXNORM:1099294
34,RXNORM:1099298
34,RXNORM:1099302
34,RXNORM:1099306
34,RXNORM:1099318
34,RXNORM:1099398
34,RXNORM:1100363
34,RXNORM:1100366
34,RXNORM:1100384
34,RXNORM:1101928
34,RXNORM:1101930
34,RXNORM:1101934
34,RXNORM:1101936
34,RXNORM:1312589
34,RXNORM:1312591
34,RXNORM:1359580
34,RXNORM:1359643
34,RXNORM:1359812
34,RXNORM:1360113
34,RXNORM:1360114
34,RXNORM:1360320
34,RXNORM:1360441
34,RXNORM:141956
34,RXNORM:1425337
34,RXNORM:1425339
34,RXNORM:1426251
34,RXNORM:1426253
34,RXNORM:151256
34,RXNORM:151257
34,RXNORM:151281
34,RXNORM:151282
34,RXNORM:152723
34,RXNORM:152724
34,RXNORM:1535451
34,RXNORM:1535456
34,RXNORM:1535472
34,RXNORM:1541609
34,RXNORM:1551474
34,RXNORM:1600698
34,RXNORM:1600700
34,RXNORM:1600909
34,RXNORM:1600910
34,RXNORM:1648180
34,RXNORM:1648181
34,RXNORM:1648185
34,RXNORM:1648187
34,RXNORM:1648189
34,RXNORM:1648190
34,RXNORM:1648192
34,RXNORM:1648193
34,RXNORM:1648195
34,RXNORM:1648196
34,RXNORM:1648198
34,RXNORM:1648199
34,RXNORM:1648201
34,RXNORM:1648202
34,RXNORM:200959
34,RXNORM:206779
34,RXNORM:206780
34,RXNORM:206781
34,RXNORM:206786
34,RXNORM:206787
34,RXNORM:207363
34,RXNORM:207365
34,RXNORM:207366
34,RXNORM:208848
34,RXNORM:208849
34,RXNORM:208850
34,RXNORM:208851
34,RXNORM:208853
34,RXNORM:209329
34,RXNORM:209339
34,RXNORM:209350
34,RXNORM:209391
34,RXNORM:209464
34,RXNORM:213471
34,RXNORM:226426
34,RXNORM:284251
34,RXNORM:284252
34,RXNORM:284253
34,RXNORM:346228
34,RXNORM:352317
34,RXNORM:352318
34,RXNORM:352319
34,RXNORM:352320
34,RXNORM:352321
34,RXNORM:540480
34,RXNORM:541365
34,RXNORM:541773
34,RXNORM:541879
34,RXNORM:541894
34,RXNORM:577960
34,RXNORM:577962
34,RXNORM:578397
34,RXNORM:583239
34,RXNORM:617945
34,RXNORM:617947
34,RXNORM:646462
34,RXNORM:670003
34,RXNORM:687045
34,RXNORM:729929
34,RXNORM:729931
34,RXNORM:729932
34,RXNORM:744896
34,RXNORM:744897
34,RXNORM:753437
34,RXNORM:753439
34,RXNORM:753442
34,RXNORM:753443
34,RXNORM:755276
34,RXNORM:755463
34,RXNORM:835566
34,RXNORM:835570
34,RXNORM:835574
34,RXNORM:835579
34,RXNORM:835584
34,RXNORM:835596
34,RXNORM:835598
34,RXNORM:835600
34,RXNORM:845051
34,RXNORM:845052
34,RXNORM:845053
34,RXNORM:859188
34,RXNORM:859192
34,RXNORM:859195
34,RXNORM:859200
34,RXNORM:861222
34,RXNORM:861224
34,RXNORM:861226
34,RXNORM:861228
34,RXNORM:861233
34,RXNORM:861238
34,RXNORM:865208
34,RXNORM:865212
34,RXNORM:865216
34,RXNORM:865217
34,RXNORM:884196
34,RXNORM:884202
34,RXNORM:884207
34,RXNORM:884211
34,RXNORM:884215
34,RXNORM:884223
34,RXNORM:884227
34,RXNORM:884231
34,RXNORM:884526
34,RXNORM:884528
34,RXNORM:884530
34,RXNORM:884534
34,RXNORM:884537
34,RXNORM:884538
34,RXNORM:884540
34,RXNORM:899441
34,RXNORM:899443
34,RXNORM:899463
34,RXNORM:899465
34,RXNORM:899487
34,RXNORM:899489
34,RXNORM:899497
34,RXNORM:899499
34,RXNORM:899513
34,RXNORM:899515
